Symbol,Name,Last_Sale,Start_of_Year_Sale,YTD_Change_Percent,Sector
HOS,Hornbeck Offshore Services,0.9459,1.44,-52.23596574690771,Consumer Services
HOV,Hovnanian Enterprises Inc,5.45,17.0975,-213.71559633027525,Capital Goods
HP,"Helmerich & Payne, Inc.",43.73,46.769,-6.949462611479537,Energy
HPE,Hewlett Packard Enterprise Company,12.9,13.013,-0.8759689922480585,Technology
HPP,"Hudson Pacific Properties, Inc.",33.53,28.8492,13.960035788845811,Finance
HPQ,HP Inc.,19.16,20.1244,-5.033402922755748,Technology
HR,Healthcare Realty Trust Incorporated,31.92,27.9054,12.577067669172937,Consumer Services
HRB,"H&R Block, Inc.",26.7,25.1085,5.960674157303371,Consumer Services
HRC,Hill-Rom Holdings Inc,100.06,88.3712,11.681790925444734,Health Care
HRL,Hormel Foods Corporation,40.73,42.2582,-3.752025534004433,Consumer Non-Durables
HRTG,"Heritage Insurance Holdings, Inc.",13.29,14.659,-10.30097817908203,Finance
HSBC,HSBC Holdings plc,37.99,39.6145,-4.276125296130554,Finance
HSC,Harsco Corporation,20.27,19.86,2.022693635915146,Capital Goods
HST,"Host Hotels & Resorts, Inc.",16.6,16.4945,0.6355421686747157,Consumer Services
HSY,Hershey Company (The),149.12,105.896,28.986051502145926,Consumer Non-Durables
HT,Hersha Hospitality Trust,14.58,16.9738,-16.418381344307274,Consumer Services
HTA,"Healthcare Trust of America, Inc.",26.82,25.036,6.6517524235645,Consumer Services
HTH,Hilltop Holdings Inc.,22.21,17.6836,20.380009004952733,Finance
HTZ,"Hertz Global Holdings, Inc",14.23,13.65,4.075895994378074,Consumer Services
HUBB,Hubbell Inc,123.69,97.9326,20.82415716711133,Capital Goods
HUBS,"HubSpot, Inc.",164.49,125.73,23.563742476746306,Technology
HUD,Hudson Ltd.,11.76,17.15,-45.83333333333333,Consumer Services
HUM,Humana Inc.,286.68,285.8807,0.27881261336682595,Health Care
HUN,Huntsman Corporation,18.55,19.1616,-3.297035040431263,Basic Industries
HVT,"Haverty Furniture Companies, Inc.",17.56,18.4481,-5.057517084282469,Consumer Services
HXL,Hexcel Corporation,77.01,57.0937,25.861965978444363,Basic Industries
HY,"Hyster-Yale Materials Handling, Inc.",55.11,61.2543,-11.14915623298857,Capital Goods
HZN,Horizon Global Corporation,4.41,1.43,67.57369614512473,Capital Goods
HZO,"MarineMax, Inc.",14.94,18.31,-22.556894243641228,Consumer Services
I,Intelsat S.A.,20.79,21.39,-2.886002886002893,Consumer Services
IAG,Iamgold Corporation,3.93,3.68,6.361323155216285,Basic Industries
IBA,"Industrias Bachoco, S.A. de C.V.",50.41,39.2176,22.202737552073,Consumer Non-Durables
IBM,International Business Machines Corporation,140.76,111.0419,21.112603012219378,Technology
IBN,ICICI Bank Limited,11.21,10.29,8.20695807314899,Finance
IBP,"Installed Building Products, Inc.",50.79,33.69,33.66804489072652,Basic Industries
ICD,"Independence Contract Drilling, Inc.",1.18,3.12,-164.40677966101697,Energy
ICE,Intercontinental Exchange Inc.,88.42,75.0502,15.120787152227999,Finance
ICL,Israel Chemicals Shs,5.33,5.547,-4.07129455909943,Basic Industries
IDA,"IDACORP, Inc.",102.18,91.8625,10.097377177529857,Public Utilities
IDT,IDT Corporation,9.17,6.19,32.49727371864776,Public Utilities
IEX,IDEX Corporation,155.93,125.4523,19.545757711793758,Capital Goods
IFF,"International Flavors & Fragrances, Inc.",141.47,133.4949,5.6373082632360205,Basic Industries
IGT,International Game Technology,13.7,14.1913,-3.5861313868613194,Consumer Services
IHC,Independence Holding Company,36.1,35.0588,2.884210526315799,Finance
IHG,Intercontinental Hotels Group,64.7,54.084,16.408037094281298,Consumer Services
IIPR,"Innovative Industrial Properties, Inc.",98.97,45.1356,54.394665050015156,Finance
IMAX,Imax Corporation,20.81,18.81,9.610764055742433,Miscellaneous
INFO,IHS Markit Ltd.,62.24,47.97,22.927377892030854,Technology
INFY,Infosys Limited,10.9,9.4692,13.126605504587152,Technology
ING,"ING Group, N.V.",10.05,10.2618,-2.1074626865671484,Finance
INGR,Ingredion Incorporated,76.64,90.79,-18.462943632567857,Consumer Non-Durables
INN,"Summit Hotel Properties, Inc.",11.17,9.4342,15.539838854073404,Consumer Services
INST,"Instructure, Inc.",39.46,37.51,4.941713127217443,Technology
INSW,"International Seaways, Inc.",15.34,16.84,-9.778357235984354,Consumer Services
INT,World Fuel Services Corporation,36.62,21.3014,41.83123975969415,Energy
INVH,Invitation Homes Inc.,27.12,19.8616,26.764011799410035,Finance
INXN,InterXion Holding N.V.,74.7,54.16,27.496653279785814,Technology
IO,Ion Geophysical Corporation,8.98,5.18,42.3162583518931,Energy
IP,International Paper Company,40.2,39.4741,1.8057213930348328,Basic Industries
IPG,"Interpublic Group of Companies, Inc. (The)",21.16,20.1966,4.5529300567107756,Technology
IPHI,Inphi Corporation,61.78,32.15,47.96050501780512,Technology
IPI,"Intrepid Potash, Inc",3.55,2.6,26.76056338028168,Basic Industries
IPOA,Social Capital Hedosophia Holdings Corp.,10.43,10.0,4.122722914669221,Finance
IQV,"IQVIA Holdings, Inc.",151.8,116.17,23.471673254281956,Health Care
IR,Ingersoll-Rand plc (Ireland),118.0,90.3877,23.40025423728814,Capital Goods
IRET,Investors Real Estate Trust,62.54,48.4852,22.473297089862488,Consumer Services
IRM,Iron Mountain Incorporated,31.09,31.8485,-2.439691219041497,Consumer Services
IRS,IRSA Inversiones Y Representaciones S.A.,10.15,13.06,-28.669950738916256,Consumer Services
IRT,"Independence Realty Trust, Inc.",12.6,9.0277,28.351587301587305,Consumer Services
ISG,"ING Group, N.V.",25.98,24.91,4.118552732871441,Finance
IT,"Gartner, Inc.",128.02,127.84,0.14060303077644648,Consumer Services
ITCB,Ita? CorpBanca,11.5,13.3784,-16.333913043478255,Finance
ITGR,Integer Holdings Corporation,79.68,76.26,4.2921686746987975,Miscellaneous
ITT,ITT Inc.,56.9,48.0279,15.592442882249555,Capital Goods
ITUB,Itau Unibanco Banco Holding SA,8.73,8.6797,0.5761741122565867,Finance
ITW,Illinois Tool Works Inc.,146.68,125.8018,14.233842377965644,Technology
IVC,Invacare Corporation,4.17,4.2809,-2.65947242206235,Health Care
IVR,INVESCO MORTGAGE CAPITAL INC,16.02,14.0755,12.137952559300873,Consumer Services
IVZ,Invesco Plc,17.17,16.2293,5.478741991846261,Finance
IX,Orix Corp Ads,69.88,69.4909,0.5568116771608459,Finance
JAG,Jagged Peak Energy Inc.,6.47,9.12,-40.95826893353941,Energy
JAX,"J. Alexander&#39;s Holdings, Inc.",10.25,8.23,19.707317073170728,Consumer Services
JBGS,JBG SMITH Properties,37.7,34.6201,8.169496021220164,Consumer Services
JBL,Jabil Inc.,27.89,24.6483,11.623162423807821,Technology
JBN,Select Asset Inc.,6.11,6.26,-2.4549918166939353,Finance
JBR,Select Asset Inc.,5.8692,6.5,-10.747631704491239,Finance
JBT,John Bean Technologies Corporation,101.53,71.6702,29.40982960701271,Technology
JCAP,"Jernigan Capital, Inc.",19.78,19.4958,1.43680485338727,Consumer Services
JCI,Johnson Controls International plc,41.4,29.4359,28.8987922705314,Consumer Services
JCP,"J.C. Penney Company, Inc. Holding Company",0.6822,1.04,-52.4479624743477,Consumer Services
JE,"Just Energy Group, Inc.",3.36,3.2179,4.229166666666657,Public Utilities
JEC,Jacobs Engineering Group Inc.,81.0,58.1857,28.165802469135805,Basic Industries
JELD,"JELD-WEN Holding, Inc.",20.21,14.21,29.688273132112812,Basic Industries
JHG,Janus Henderson Group plc,19.28,20.0761,-4.1291493775933565,Finance
JHX,James Hardie Industries plc.,13.01,11.5021,11.590315142198303,Capital Goods
JILL,"J. Jill, Inc.",1.98,4.4727,-125.89393939393938,Consumer Non-Durables
JKS,JinkoSolar Holding Company Limited,18.61,9.89,46.856528747984946,Technology
JLL,Jones Lang LaSalle Incorporated,135.18,126.2001,6.6429205503772755,Finance
JMEI,Jumei International Holding Limited,2.05,1.83,10.731707317073159,Consumer Services
JMP,JMP Group LLC,3.68,3.818,-3.749999999999997,Finance
JMPB,JMP Group LLC,25.4991,24.9,2.3494946880478134,Finance
JMPD,JMP Group LLC,25.997,21.4301,17.567026964649767,Finance
JNJ,Johnson & Johnson,130.16,127.3284,2.1754763368162218,Health Care
JNPR,"Juniper Networks, Inc.",25.16,26.91,-6.955484896661367,Technology
JOE,St. Joe Company (The),17.34,13.17,24.048442906574394,Consumer Services
JP,Jupai Holdings Limited,1.84,4.39,-138.58695652173913,Consumer Services
JPM,J P Morgan Chase & Co,109.57,96.0982,12.29515378296978,Finance
JT,Jianpu Technology Inc.,3.46,4.17,-20.52023121387283,Technology
JWN,"Nordstrom, Inc.",30.2,45.6979,-51.317549668874165,Consumer Services
K,Kellogg Company,61.75,55.8415,9.568421052631573,Consumer Non-Durables
KAI,Kadant Inc,83.09,81.0334,2.475147430497055,Technology
KAMN,Kaman Corporation,56.48,55.895,1.0357648725212354,Consumer Durables
KAR,"KAR Auction Services, Inc",25.77,47.0866,-82.71866511447419,Consumer Durables
KB,KB Financial Group Inc,32.94,41.98,-27.443837279902855,Finance
KBH,KB Home,25.27,18.8651,25.345864661654126,Capital Goods
KBR,"KBR, Inc.",23.85,15.1168,36.617190775681344,Basic Industries
KDMN,"Kadmon Holdings, Inc.",2.28,2.08,8.771929824561392,Health Care
KEG,"Key Energy Services, Inc.",2.22,2.07,6.756756756756772,Energy
KEM,Kemet Corporation,19.74,17.4431,11.63576494427557,Capital Goods
KEN,Kenon Holdings Ltd.,20.88,14.75,29.358237547892717,Public Utilities
KEP,Korea Electric Power Corporation,10.97,14.75,-34.457611668185955,Public Utilities
KEX,Kirby Corporation,72.24,67.36,6.755260243632331,Consumer Services
KEY,KeyCorp,16.45,14.4859,11.939817629179322,Finance
KEYS,Keysight Technologies Inc.,83.54,62.08,25.688293033277482,Capital Goods
KFS,"Kingsway Financial Services, Inc.",2.8,2.87,-2.50000000000001,Finance
KFY,Korn Ferry ,37.27,39.4517,-5.853769788033268,Technology
KGC,Kinross Gold Corporation,4.78,3.24,32.21757322175732,Basic Industries
KIM,Kimco Realty Corporation,18.75,14.4283,23.049066666666665,Consumer Services
KKR,KKR & Co. Inc.,24.39,19.4224,20.36736367363674,Finance
KL,Kirkland Lake Gold Ltd.,46.46,26.0662,43.89539388721481,Basic Industries
KMB,Kimberly-Clark Corporation,133.63,112.0582,16.14293197635261,Consumer Durables
KMI,"Kinder Morgan, Inc.",19.84,15.0216,24.286290322580648,Public Utilities
KMPR,Kemper Corporation,76.81,66.38,13.578961072776991,Finance
KMT,Kennametal Inc.,31.45,32.9137,-4.654054054054052,Capital Goods
KMX,CarMax Inc,83.93,62.73,25.259144525199577,Consumer Durables
KN,Knowles Corporation,19.04,13.31,30.094537815126042,Consumer Non-Durables
KNL,"Knoll, Inc.",22.7,16.3583,27.93700440528634,Consumer Durables
KNOP,KNOT Offshore Partners LP,18.84,16.9947,9.794585987261136,Consumer Services
KNX,"Knight Transportation, Inc.",33.82,24.9717,26.16292134831461,Transportation
KO,Coca-Cola Company (The),51.65,46.9402,9.118683446272994,Consumer Non-Durables
KODK,Eastman Kodak Company,2.44,2.55,-4.508196721311471,Miscellaneous
KOF,Coca Cola Femsa S.A.B. de C.V.,59.02,59.9663,-1.60335479498474,Consumer Non-Durables
KOP,Koppers Holdings Inc.,24.86,17.04,31.456154465004026,Basic Industries
KOS,Kosmos Energy Ltd.,5.73,4.011,30.000000000000004,Energy
KR,Kroger Company (The),21.92,27.2162,-24.161496350364956,Consumer Services
KRA,Kraton Corporation,26.91,21.84,18.84057971014493,Basic Industries
KRC,Kilroy Realty Corporation,77.02,62.5048,18.846014022331854,Consumer Services
KREF,KKR Real Estate Finance Trust Inc.,19.31,18.7461,2.920248575867428,Consumer Services
KRG,Kite Realty Group Trust,14.97,13.4936,9.862391449565798,Consumer Services
KRO,Kronos Worldwide Inc,11.87,11.2219,5.4599831508003325,Basic Industries
KRP,Kimbell Royalty Partners,14.01,12.9671,7.443968593861524,Energy
KSS,Kohl&#39;s Corporation,49.45,64.7948,-31.030940343781584,Consumer Services
KSU,Kansas City Southern,115.79,94.8514,18.083254167026517,Transportation
KT,KT Corporation,11.48,14.22,-23.86759581881533,Public Utilities
KTH,Lehman ABS Corporation,32.7473,29.833,8.899359641863617,Finance
KTN,Lehman ABS Corporation,32.9415,28.9264,12.188576719335783,Finance
KTP,Lehman ABS Corporation,6.9,6.95,-0.7246376811594177,Finance
KW,Kennedy-Wilson Holdings Inc.,21.26,17.9901,15.38052681091251,Finance
KWR,Quaker Chemical Corporation,165.26,177.0428,-7.1298559845092635,Basic Industries
L,Loews Corporation,50.72,45.4063,10.476537854889585,Finance
LAC,Lithium Americas Corp.,3.61,3.17,12.188365650969528,Basic Industries
LAD,"Lithia Motors, Inc.",127.82,75.8766,40.63792833672352,Consumer Durables
LADR,Ladder Capital Corp,16.43,14.847,9.634814363968353,Consumer Services
LAZ,Lazard Ltd.,34.13,35.7176,-4.651626135364766,Finance
LB,"L Brands, Inc.",23.77,25.0533,-5.398822044594029,Consumer Services
LBRT,Liberty Oilfield Services Inc.,12.41,12.861,-3.6341659951651937,Energy
LC,LendingClub Corporation,13.55,2.63,80.59040590405905,Miscellaneous
LCI,Lannett Co Inc,6.41,4.96,22.62090483619345,Health Care
LCII,LCI Industries ,84.71,65.8057,22.316491559438077,Capital Goods
LDL,"Lydall, Inc.",21.03,20.31,3.4236804564907386,Capital Goods
LDOS,"Leidos Holdings, Inc.",78.98,52.4537,33.58609774626488,Technology
LEA,Lear Corporation,119.38,121.5735,-1.837409951415648,Capital Goods
LEE,"Lee Enterprises, Incorporated",2.02,2.11,-4.455445544554449,Consumer Services
LEG,"Leggett & Platt, Incorporated",37.62,35.5279,5.561137692716627,Consumer Durables
LEJU,Leju Holdings Limited,1.11,1.4,-26.12612612612611,Finance
LEN,Lennar Corporation,47.53,39.0841,17.769619187881343,Basic Industries
LFC,China Life Insurance Company Limited,11.71,10.3804,11.354397950469691,Finance
LGC,Legacy Acquisition Corp.,10.14,9.82,3.155818540433928,Finance
LH,Laboratory Corporation of America Holdings,159.77,126.36,20.911310008136702,Health Care
LII,"Lennox International, Inc.",250.25,218.3299,12.755284715284713,Capital Goods
LITB,"LightInTheBox Holding Co., Ltd.",1.43,1.22,14.685314685314681,Consumer Services
LKSD,"LSC Communications, Inc.",0.98,6.4985,-563.1122448979592,Miscellaneous
LL,"Lumber Liquidators Holdings, Inc",8.42,9.52,-13.064133016627075,Consumer Services
LLY,Eli Lilly and Company,108.71,114.454,-5.283782540704627,Health Care
LM,"Legg Mason, Inc.",36.95,25.194,31.815967523680655,Finance
LMHA,"Legg Mason, Inc.",26.71,24.06,9.921377761138158,Finance
LMHB,"Legg Mason, Inc.",25.38,20.4,19.621749408983455,Finance
LMT,Lockheed Martin Corporation,358.43,258.2944,27.9372820355439,Capital Goods
LN,LINE Corporation,31.67,34.11,-7.7044521629302105,Technology
LNC,Lincoln National Corporation,56.46,50.6585,10.275416223875318,Finance
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,4.11,4.02,2.1897810218978284,Consumer Non-Durables
LNN,Lindsay Corporation,86.38,95.5277,-10.590067145172496,Capital Goods
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,11.29,11.13,1.4171833480956455,Capital Goods
LOW,"Lowe&#39;s Companies, Inc.",97.04,91.5043,5.704554822753509,Consumer Services
LPG,Dorian LPG Ltd.,8.21,5.83,28.989037758830698,Transportation
LPI,"Laredo Petroleum, Inc.",2.81,3.62,-28.825622775800714,Energy
LPL,"LG Display Co., Ltd.",5.23,8.19,-56.59655831739959,Capital Goods
LPT,Liberty Property Trust,50.24,41.5302,17.336385350318473,Consumer Services
LPX,Louisiana-Pacific Corporation,24.82,21.9824,11.432715551974223,Basic Industries
LRN,K12 Inc,29.26,24.79,15.27682843472318,Consumer Services
LSI,"Life Storage, Inc.",99.8,91.0292,8.78837675350701,Consumer Services
LTC,"LTC Properties, Inc.",45.24,40.8094,9.793545534924856,Consumer Services
LTM,LATAM Airlines Group S.A.,8.71,10.2067,-17.183696900114796,Transportation
LUB,"Luby&#39;s, Inc.",1.14,1.2,-5.263157894736848,Consumer Services
LUV,Southwest Airlines Company,48.96,46.1673,5.704044117647066,Transportation
LVS,Las Vegas Sands Corp.,54.53,51.3829,5.771318540253075,Consumer Services
LW,"Lamb Weston Holdings, Inc.",65.36,73.148,-11.91554467564259,Consumer Non-Durables
LXFR,Luxfer Holdings PLC,17.49,17.4266,0.36249285305887885,Basic Industries
LXU,Lsb Industries Inc.,5.12,5.52,-7.812499999999989,Basic Industries
LYB,LyondellBasell Industries NV,76.31,84.9033,-11.261040492727032,Basic Industries
LYG,Lloyds Banking Group Plc,2.41,2.4779,-2.8174273858921097,Finance
LYV,"Live Nation Entertainment, Inc.",68.5,49.25,28.102189781021895,Consumer Services
LZB,La-Z-Boy Incorporated,31.05,27.4914,11.460869565217397,Consumer Durables
M,Macy&#39;s Inc,20.63,29.312,-42.08434318952982,Consumer Services
MA,Mastercard Incorporated,256.84,188.0617,26.77865597258993,Miscellaneous
MAA,"Mid-America Apartment Communities, Inc.",117.53,93.9325,20.07785246320088,Consumer Services
MAC,Macerich Company (The),31.25,41.7924,-33.73568,Consumer Services
MAN,ManpowerGroup,86.08,64.0053,25.644400557620813,Technology
MANU,Manchester United Ltd.,17.51,18.8935,-7.901199314677315,Consumer Services
MAS,Masco Corporation,38.7,29.0463,24.944961240310086,Basic Industries
MATX,"Matson, Inc.",36.74,31.6454,13.86663037561242,Consumer Services
MAXR,Maxar Technologies Inc.,6.9,11.9369,-72.99855072463767,Technology
MBI,"MBIA, Inc.",9.08,8.92,1.7621145374449354,Finance
MBT,Mobile TeleSystems OJSC,7.8,7.0,10.256410256410255,Public Utilities
MC,Moelis & Company,33.26,32.6252,1.908598917618757,Finance
MCB,Metropolitan Bank Holding Corp.,38.8,30.85,20.489690721649474,Finance
MCD,McDonald&#39;s Corporation,210.45,175.4194,16.6455690187693,Consumer Services
MCK,McKesson Corporation,144.66,109.785,24.108253836582332,Health Care
MCO,Moody&#39;s Corporation,202.69,139.2606,31.293798411367106,Finance
MCRN,Milacron Holdings Corp.,16.27,11.89,26.92071296865396,Technology
MCS,Marcus Corporation (The),34.24,39.175,-14.41296728971961,Consumer Services
MCY,Mercury General Corporation,54.23,50.5447,6.795685045177942,Finance
MD,"Mednax, Inc",21.23,33.0,-55.44041450777202,Health Care
MDC,"M.D.C. Holdings, Inc.",35.55,25.5464,28.13952180028129,Capital Goods
MDLQ,Medley LLC,18.65,22.1277,-18.64718498659519,Finance
MDLX,Medley LLC,18.3,20.23,-10.546448087431692,Finance
MDLY,Medley Management Inc.,3.34,3.8246,-14.508982035928156,Finance
MDP,Meredith Corporation,52.44,50.8638,3.0057208237986273,Consumer Services
MDR,"McDermott International, Inc.",5.0,6.54,-30.8,Capital Goods
MDT,Medtronic plc,99.51,90.4642,9.090342679127724,Health Care
MDU,"MDU Resources Group, Inc.",26.3,23.4683,10.76692015209126,Basic Industries
MED,MEDIFAST INC,98.07,124.2935,-26.73957377383502,Consumer Non-Durables
MEI,"Methode Electronics, Inc.",27.29,23.1032,15.34188347379992,Capital Goods
MET,"MetLife, Inc.",45.57,40.3084,11.546192670616637,Finance
MFA,"MFA Financial, Inc.",6.94,6.4975,6.376080691642662,Consumer Services
MFC,Manulife Financial Corp,16.53,13.8874,15.986690865093777,Finance
MFG,"Mizuho Financial Group, Inc.",2.91,2.933,-0.7903780068728414,Finance
MFGP,Micro Focus Intl PLC,19.77,16.8084,14.980273141122918,Technology
MFO,"MFA Financial, Inc.",25.9,25.41,1.8918918918918861,Consumer Services
MG,Mistras Group Inc,14.35,14.38,-0.2090592334494853,Consumer Services
MGA,"Magna International, Inc.",47.16,44.754,5.101781170483458,Capital Goods
MGM,MGM Resorts International,27.94,24.0246,14.013600572655696,Consumer Services
MGP,MGM Growth Properties LLC,28.68,26.0263,9.252789400278942,Consumer Services
MHK,"Mohawk Industries, Inc.",118.24,116.96,1.0825439783491213,Consumer Durables
MHLA,"Maiden Holdings, Ltd.",16.26,17.1,-5.166051660516604,Finance
MHNC,"Maiden Holdings, Ltd.",22.0,23.6,-7.27272727272728,Finance
MHO,"M/I Homes, Inc.",34.85,21.02,39.68436154949785,Capital Goods
MIC,Macquarie Infrastructure Corporation ,38.99,34.8275,10.67581431136189,Energy
MIXT,MiX Telematics Limited,14.14,15.54,-9.90099009900989,Technology
MKC,"McCormick & Company, Incorporated",154.74,138.7178,10.354271681530307,Consumer Non-Durables
MKL,Markel Corporation,1091.25,1038.05,4.875143184421539,Finance
MLI,"Mueller Industries, Inc.",26.82,23.2038,13.483221476510062,Capital Goods
MLM,"Martin Marietta Materials, Inc.",245.98,171.0436,30.464428002276605,Basic Industries
MLP,"Maui Land & Pineapple Company, Inc.",10.13,9.92,2.073050345508399,Finance
MLR,"Miller Industries, Inc.",29.94,26.6754,10.903807615230466,Capital Goods
MMC,"Marsh & McLennan Companies, Inc.",95.73,78.9997,17.47654862634493,Finance
MMI,"Marcus & Millichap, Inc.",31.03,34.33,-10.634869481147268,Finance
MMM,3M Company,164.71,187.6263,-13.913120029142116,Health Care
MMP,Magellan Midstream Partners L.P.,66.0,55.2009,16.36227272727273,Energy
MMS,"Maximus, Inc.",69.04,64.6317,6.385139049826203,Miscellaneous
MN,"Manning & Napier, Inc.",1.76,1.728,1.81818181818182,Finance
MNK,Mallinckrodt plc,6.48,15.8,-143.82716049382717,Health Care
MNR,Monmouth Real Estate Investment Corporation,13.03,12.0994,7.141980046047583,Consumer Services
MO,Altria Group,46.65,48.696,-4.385852090032153,Consumer Non-Durables
MOD,Modine Manufacturing Company,10.97,10.81,1.4585232452142218,Capital Goods
MODN,"Model N, Inc.",21.71,13.23,39.06034085674804,Technology
MOH,Molina Healthcare Inc,123.95,116.22,6.2363856393707175,Health Care
MOS,Mosaic Company (The),23.6,29.1213,-23.395338983050845,Basic Industries
MOSC,Mosaic Acquisition Corp.,10.24,9.82,4.101562499999999,Finance
MOV,Movado Group Inc.,24.34,31.1862,-28.12736236647494,Consumer Non-Durables
MPC,Marathon Petroleum Corporation,50.67,57.9254,-14.318926386421948,Energy
MPLX,MPLX LP,27.62,29.1425,-5.5123099203475645,Energy
MPO,"MIDSTATES PETROLEUM COMPANY, INC.",4.36,7.51,-72.24770642201833,Energy
MPV,Barings Participation Investors,16.7,14.7878,11.450299401197597,Consumer Services
MPW,"Medical Properties Trust, Inc.",17.33,15.6397,9.753606462781299,Consumer Services
MPX,Marine Products Corporation,14.82,16.6303,-12.21524966261807,Capital Goods
MRC,MRC Global Inc.,13.97,12.23,12.455261274158913,Capital Goods
MRK,"Merck & Company, Inc.",83.12,75.895,8.6922521655438,Health Care
MRO,Marathon Oil Corporation,12.5,14.2505,-14.004000000000005,Energy
MS,Morgan Stanley,40.49,39.1235,3.3749073845393975,Finance
MSA,MSA Safety Incorporporated,100.01,93.5439,6.465453454654546,Health Care
MSB,Mesabi Trust,25.71,21.8615,14.968883702839367,Basic Industries
MSCI,MSCI Inc,209.24,146.5586,29.95670043968648,Miscellaneous
MSG,The Madison Square Garden Company,281.23,267.7,4.81100878284679,Consumer Services
MSGN,MSG Networks Inc.,18.48,23.56,-27.48917748917748,Consumer Services
MSI,"Motorola Solutions, Inc.",168.73,114.575,32.09565578142594,Technology
MSL,MidSouth Bancorp,10.96,10.5905,3.3713503649635066,Finance
MSM,"MSC Industrial Direct Company, Inc.",66.39,75.7291,-14.067028166892607,Capital Goods
MT,ArcelorMittal,14.29,20.4289,-42.959412176347094,Basic Industries
MTB,M&T Bank Corporation,153.96,141.4256,8.141335411795273,Finance
MTD,"Mettler-Toledo International, Inc.",692.72,565.58,18.353735997228316,Capital Goods
MTDR,Matador Resources Company,15.02,15.53,-3.3954727030625818,Energy
MTG,MGIC Investment Corporation,12.29,10.46,14.89015459723351,Finance
MTH,Meritage Corporation,62.2,36.72,40.96463022508039,Capital Goods
MTL,Mechel PAO,2.0,1.98,1.0000000000000009,Basic Industries
MTN,"Vail Resorts, Inc.",234.12,209.0639,10.702246711088337,Consumer Services
MTOR,"Meritor, Inc.",20.07,16.91,15.744892874937719,Capital Goods
MTR,Mesa Royalty Trust,6.96,10.3608,-48.86206896551723,Energy
MTRN,Materion Corporation,58.37,44.8323,23.19290731540175,Capital Goods
MTW,"Manitowoc Company, Inc. (The)",15.86,14.77,6.872635561160151,Capital Goods
MTX,Minerals Technologies Inc.,50.16,51.2477,-2.168460925039883,Basic Industries
MTZ,"MasTec, Inc.",57.97,40.56,30.032775573572536,Basic Industries
MUR,Murphy Oil Corporation,22.58,22.9791,-1.7674933569530589,Energy
MUSA,Murphy USA Inc.,86.03,76.64,10.914797163780076,Consumer Durables
MUX,McEwen Mining Inc.,1.94,1.82,6.185567010309272,Basic Industries
MVO,MV Oil Trust,7.18,6.5536,8.7242339832869,Energy
MWA,Mueller Water Products Inc,9.7,9.0066,7.14845360824741,Capital Goods
MX,MagnaChip Semiconductor Corporation,10.62,6.21,41.52542372881356,Technology
MXL,"MaxLinear, Inc",20.18,17.6,12.784935579781953,Technology
MYE,"Myers Industries, Inc.",15.64,14.9986,4.101023017902819,Consumer Non-Durables
MYOV,Myovant Sciences Ltd.,6.81,16.41,-140.96916299559473,Health Care
NAT,Nordic American Tankers Limited,1.89,1.9398,-2.6349206349206384,Consumer Services
NAV,Navistar International Corporation,27.4,25.95,5.291970802919706,Capital Goods
NBHC,National Bank Holdings Corporation,33.69,30.5633,9.28079548827544,Finance
NBL,Noble Energy Inc.,21.55,18.5741,13.809280742459393,Energy
NBLX,Noble Midstream Partners LP,27.5,27.8031,-1.1021818181818204,Energy
NBR,Nabors Industries Ltd.,2.55,1.9853,22.14509803921568,Energy
NC,"NACCO Industries, Inc.",49.33,33.6235,31.839651327792417,Consumer Durables
NCI,"Navigant Consulting, Inc.",27.94,23.9377,14.32462419470294,Consumer Services
NCLH,Norwegian Cruise Line Holdings Ltd.,46.05,42.39,7.947882736156345,Consumer Services
NCR,NCR Corporation,30.95,23.08,25.4281098546042,Miscellaneous
NE,Noble Corporation,1.79,2.62,-46.36871508379888,Energy
NEE,"NextEra Energy, Inc.",208.05,171.5808,17.529055515501078,Public Utilities
NEM,Newmont Goldcorp Corporation,37.42,33.5326,10.388562266167822,Basic Industries
NEP,"NextEra Energy Partners, LP",47.71,42.1254,11.705302871515409,Public Utilities
NEU,NewMarket Corporation,444.97,410.4433,7.7593320898038085,Basic Industries
NEWM,New Media Investment Group Inc.,9.89,10.7903,-9.103134479271988,Consumer Services
NEWR,"New Relic, Inc.",83.24,80.97,2.7270543008169104,Technology
NEXA,Nexa Resources S.A.,7.29,11.3558,-55.77229080932785,Basic Industries
NFG,National Fuel Gas Company,47.72,50.823,-6.502514668901932,Public Utilities
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",12.05,10.4806,13.024066390041492,Finance
NGG,"National Grid Transco, PLC",50.66,46.0777,9.045203316225813,Public Utilities
NGL,NGL ENERGY PARTNERS LP,14.42,9.0107,37.5124826629681,Energy
NGS,"Natural Gas Services Group, Inc.",14.42,16.44,-14.008321775312076,Energy
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",11.76,15.33,-30.35714285714286,Consumer Services
NGVT,Ingevity Corporation,85.11,83.69,1.668429091763602,Basic Industries
NHI,"National Health Investors, Inc.",79.18,74.5439,5.855140186915904,Consumer Services
NI,"NiSource, Inc",28.11,24.979,11.13838491639986,Public Utilities
NINE,"Nine Energy Service, Inc.",11.09,22.54,-103.24616771866546,Energy
NJR,NewJersey Resources Corporation,47.75,45.4049,4.91120418848168,Public Utilities
